block_id,image,rectified,vis,class_id,format_len,strategy,angle_est,error
n06887,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06887.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06887_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06887_poly.jpg,86,4,Hough,-5.032,
n06889,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06889.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06889_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06889_poly.jpg,86,4,Hough,2.670,
n06890,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06890.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06890_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06890_poly.jpg,86,4,Hough,-3.564,
n06891,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06891.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06891_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06891_poly.jpg,86,4,Hough,7.389,
n06892,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06892.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06892_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06892_poly.jpg,86,4,Hough,-3.533,
n06893,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06893.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06893_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06893_poly.jpg,86,4,Hough,-0.331,
n06895,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06895.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06895_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06895_poly.jpg,86,4,Hough,-0.786,
n06896,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06896.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06896_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06896_poly.jpg,86,4,Hough,-4.347,
n06897,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06897.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06897_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06897_poly.jpg,86,4,Hough,4.822,
n06898,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06898.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06898_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06898_poly.jpg,86,4,Hough,7.352,
n06899,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06899.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06899_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06899_poly.jpg,86,4,Hough,-20.519,
n06900,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06900.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06900_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06900_poly.jpg,86,4,Hough,1.418,
n06901,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06901.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06901_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06901_poly.jpg,86,4,Hough,-0.544,
n06902,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06902.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06902_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06902_poly.jpg,86,4,Hough,-12.387,
n06904,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06904.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06904_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06904_poly.jpg,86,4,Hough,1.330,
n06905,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06905.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06905_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06905_poly.jpg,86,4,Hough,-11.507,
n06906,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06906.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06906_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06906_poly.jpg,86,4,Hough,-0.140,
n06907,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06907.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06907_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06907_poly.jpg,86,4,Hough,0.181,
n06908,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06908.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06908_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06908_poly.jpg,86,4,Hough,-4.598,
n06909,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06909.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06909_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06909_poly.jpg,86,4,Hough,0.384,
n06910,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06910.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06910_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06910_poly.jpg,86,4,Hough,29.733,
n06911,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06911.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06911_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06911_poly.jpg,86,4,Hough,-1.017,
n06912,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06912.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06912_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06912_poly.jpg,86,4,Hough,-1.484,
n06913,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06913.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06913_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06913_poly.jpg,86,4,Hough,-4.766,
n06915,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06915.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06915_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06915_poly.jpg,86,4,Hough,-2.817,
n06916,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06916.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06916_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06916_poly.jpg,86,4,Hough,-4.899,
n06917,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06917.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06917_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06917_poly.jpg,86,4,Hough,-7.596,
n06918,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06918.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06918_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06918_poly.jpg,86,4,Hough,0.000,
n06919,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06919.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06919_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06919_poly.jpg,86,4,Hough,-0.330,
n06920,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06920.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06920_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06920_poly.jpg,86,4,Hough,0.335,
n06921,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06921.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06921_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06921_poly.jpg,86,4,Hough,0.382,
n06922,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06922.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06922_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06922_poly.jpg,86,4,Hough,17.067,
n06923,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06923.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06923_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06923_poly.jpg,86,4,Hough,-1.169,
n06924,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06924.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06924_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06924_poly.jpg,86,4,Hough,0.000,
n06925,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06925.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06925_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06925_poly.jpg,86,4,Hough,-0.304,
n06926,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06926.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06926_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06926_poly.jpg,86,4,Hough,19.393,
n06927,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06927.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06927_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06927_poly.jpg,86,4,Hough,-5.921,
n06928,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06928.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06928_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06928_poly.jpg,86,4,Hough,0.572,
n06929,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06929.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06929_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06929_poly.jpg,86,4,Hough,16.557,
n06930,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06930.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06930_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06930_poly.jpg,86,4,Hough,-4.297,
n06931,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06931.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06931_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06931_poly.jpg,86,4,minAreaRect,88.452,
n06932,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06932.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06932_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06932_poly.jpg,86,4,Hough,3.455,
n06933,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06933.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06933_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06933_poly.jpg,86,4,Hough,-3.155,
n06934,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06934.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06934_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06934_poly.jpg,86,4,Hough,-13.123,
n06935,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06935.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06935_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06935_poly.jpg,86,4,Hough,-3.866,
n06936,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06936.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06936_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06936_poly.jpg,86,4,Hough,0.475,
n06937,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06937.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06937_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06937_poly.jpg,86,4,Hough,-1.780,
n06938,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06938.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06938_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06938_poly.jpg,86,4,Hough,-8.082,
n06939,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06939.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06939_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06939_poly.jpg,86,4,Hough,-2.740,
n06940,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06940.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06940_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06940_poly.jpg,86,4,Hough,-1.077,
n06941,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06941.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06941_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06941_poly.jpg,86,4,Hough,0.000,
n06942,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06942.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06942_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06942_poly.jpg,86,4,Hough,11.901,
n06943,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06943.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06943_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06943_poly.jpg,86,4,Hough,11.901,
n06944,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06944.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06944_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06944_poly.jpg,86,4,Hough,-0.114,
n06945,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06945.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06945_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06945_poly.jpg,86,4,Hough,-4.405,
n06946,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06946.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06946_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06946_poly.jpg,86,4,Hough,1.469,
n06948,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06948.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06948_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06948_poly.jpg,86,4,Hough,0.096,
n06949,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06949.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06949_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06949_poly.jpg,86,4,Hough,3.186,
n06950,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06950.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06950_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06950_poly.jpg,86,4,Hough,-2.757,
n06951,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06951.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06951_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06951_poly.jpg,86,4,Hough,3.115,
n06953,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06953.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06953_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06953_poly.jpg,86,4,Hough,0.000,
n06954,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06954.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06954_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06954_poly.jpg,86,4,Hough,-1.003,
n06956,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06956.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06956_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06956_poly.jpg,86,4,Hough,-7.670,
n06957,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06957.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06957_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06957_poly.jpg,86,4,Hough,-7.670,
n06958,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06958.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06958_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06958_poly.jpg,86,4,Hough,1.773,
n06959,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06959.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06959_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06959_poly.jpg,86,4,Hough,-4.010,
n06960,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06960.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06960_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06960_poly.jpg,86,4,Hough,0.000,
n06961,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06961.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06961_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06961_poly.jpg,86,4,Hough,-15.913,
n06962,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06962.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06962_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06962_poly.jpg,86,4,Hough,0.228,
n06963,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06963.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06963_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06963_poly.jpg,86,4,Hough,0.000,
n06964,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06964.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06964_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06964_poly.jpg,86,4,Hough,-0.243,
n06965,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06965.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06965_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06965_poly.jpg,86,4,Hough,-0.142,
n06966,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06966.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06966_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06966_poly.jpg,86,4,Hough,-3.673,
n06967,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06967.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06967_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06967_poly.jpg,86,4,Hough,15.035,
n06968,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06968.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06968_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06968_poly.jpg,86,4,Hough,-0.320,
n06969,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06969.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06969_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06969_poly.jpg,86,4,Hough,-1.171,
n06970,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06970.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06970_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06970_poly.jpg,86,4,Hough,0.500,
n06971,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06971.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06971_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06971_poly.jpg,86,4,Hough,-1.371,
n06972,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06972.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06972_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06972_poly.jpg,86,4,Hough,-0.634,
n06973,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06973.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06973_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06973_poly.jpg,86,4,Hough,-1.087,
n06974,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06974.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06974_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06974_poly.jpg,86,4,Hough,2.091,
n06977,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06977.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06977_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06977_poly.jpg,86,4,Hough,-0.854,
n06978,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06978.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06978_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06978_poly.jpg,86,4,Hough,-3.394,
n06979,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06979.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06979_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06979_poly.jpg,86,4,Hough,-7.826,
n06980,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06980.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06980_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06980_poly.jpg,86,4,Hough,0.109,
n06981,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n06981.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06981_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n06981_poly.jpg,86,4,Hough,0.260,
