block_id,image,rectified,vis,class_id,format_len,strategy,angle_est,error
n10668,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10668.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10668_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10668_poly.jpg,86,4,Hough,-0.976,
n10669,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10669.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10669_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10669_poly.jpg,86,4,Hough,-6.246,
n10670,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10670.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10670_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10670_poly.jpg,86,4,Hough,0.689,
n10671,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10671.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10671_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10671_poly.jpg,86,4,Hough,-3.510,
n10672,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10672.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10672_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10672_poly.jpg,86,4,Hough,-4.604,
n10673,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10673.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10673_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10673_poly.jpg,86,4,Hough,3.875,
n10674,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10674.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10674_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10674_poly.jpg,86,4,Hough,-2.777,
n10675,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10675.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10675_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10675_poly.jpg,86,4,Hough,-0.419,
n10676,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10676.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10676_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10676_poly.jpg,86,4,Hough,0.629,
n10677,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10677.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10677_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10677_poly.jpg,86,4,Hough,7.332,
n10678,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10678.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10678_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10678_poly.jpg,86,4,Hough,-0.323,
n10679,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10679.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10679_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10679_poly.jpg,86,4,Hough,18.949,
n10680,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10680.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10680_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10680_poly.jpg,86,4,minAreaRect,90.000,
n10681,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10681.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10681_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10681_poly.jpg,86,4,Hough,1.778,
n10682,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10682.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10682_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10682_poly.jpg,86,4,Hough,-12.023,
n10683,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10683.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10683_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10683_poly.jpg,86,4,Hough,7.851,
n10684,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10684.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10684_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10684_poly.jpg,86,4,Hough,4.978,
n10685,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10685.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10685_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10685_poly.jpg,86,4,Hough,0.312,
n10686,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10686.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10686_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10686_poly.jpg,86,4,Hough,-20.041,
n10687,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10687.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10687_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10687_poly.jpg,86,4,Hough,2.137,
n10689,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10689.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10689_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10689_poly.jpg,86,4,Hough,-0.327,
n10690,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10690.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10690_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10690_poly.jpg,86,4,Hough,-3.653,
n10691,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10691.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10691_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10691_poly.jpg,86,4,Hough,7.610,
n10692,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10692.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10692_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10692_poly.jpg,86,4,Hough,-1.755,
n10693,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10693.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10693_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10693_poly.jpg,86,4,Hough,-0.284,
n10694,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10694.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10694_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10694_poly.jpg,86,4,Hough,-0.084,
n10695,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10695.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10695_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10695_poly.jpg,86,4,Hough,-5.630,
n10696,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10696.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10696_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10696_poly.jpg,86,4,Hough,-12.708,
n10697,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10697.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10697_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10697_poly.jpg,86,4,Hough,-7.996,
n10698,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10698.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10698_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10698_poly.jpg,86,4,Hough,-2.915,
n10699,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10699.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10699_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10699_poly.jpg,86,4,Hough,1.482,
n10700,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10700.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10700_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10700_poly.jpg,86,4,Hough,1.022,
n10702,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10702.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10702_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10702_poly.jpg,86,4,Hough,-0.655,
n10703,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10703.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10703_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10703_poly.jpg,86,4,Hough,-9.159,
n10704,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10704.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10704_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10704_poly.jpg,86,4,Hough,-0.567,
n10705,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10705.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10705_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10705_poly.jpg,86,4,Hough,1.616,
n10706,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10706.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10706_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10706_poly.jpg,86,4,Hough,0.871,
n10707,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10707.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10707_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10707_poly.jpg,86,4,Hough,-3.455,
n10708,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10708.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10708_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10708_poly.jpg,86,4,Hough,6.562,
n10709,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10709.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10709_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10709_poly.jpg,86,4,Hough,-18.255,
n10710,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10710.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10710_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10710_poly.jpg,86,4,Hough,-6.108,
n10711,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10711.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10711_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10711_poly.jpg,86,4,Hough,2.173,
n10712,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10712.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10712_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10712_poly.jpg,86,4,Hough,-0.958,
n10713,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10713.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10713_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10713_poly.jpg,86,4,Hough,-0.796,
n10714,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10714.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10714_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10714_poly.jpg,86,4,Hough,7.880,
n10715,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10715.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10715_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10715_poly.jpg,86,4,Hough,4.558,
n10716,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10716.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10716_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10716_poly.jpg,86,4,Hough,2.586,
n10717,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10717.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10717_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10717_poly.jpg,86,4,Hough,-1.233,
n10718,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10718.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10718_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10718_poly.jpg,86,4,Hough,7.933,
n10719,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10719.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10719_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10719_poly.jpg,86,4,Hough,-0.704,
n10721,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10721.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10721_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10721_poly.jpg,86,4,Hough,-5.907,
n10722,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10722.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10722_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10722_poly.jpg,86,4,Hough,8.815,
n10723,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10723.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10723_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10723_poly.jpg,86,4,Hough,-9.227,
n10724,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10724.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10724_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10724_poly.jpg,86,4,Hough,5.818,
n10725,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10725.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10725_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10725_poly.jpg,86,4,Hough,-2.283,
n10726,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10726.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10726_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10726_poly.jpg,86,4,Hough,-14.165,
n10728,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10728.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10728_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10728_poly.jpg,86,4,Hough,-2.866,
n10729,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10729.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10729_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10729_poly.jpg,86,4,Hough,0.672,
n10730,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10730.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10730_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10730_poly.jpg,86,4,Hough,7.671,
n10731,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10731.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10731_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10731_poly.jpg,86,4,Hough,2.188,
n10732,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10732.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10732_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10732_poly.jpg,86,4,Hough,2.188,
n10733,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10733.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10733_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10733_poly.jpg,86,4,Hough,-0.879,
n10734,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10734.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10734_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10734_poly.jpg,86,4,Hough,-18.303,
n10735,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10735.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10735_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10735_poly.jpg,86,4,Hough,-3.640,
n10736,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10736.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10736_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10736_poly.jpg,86,4,Hough,0.682,
n10737,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10737.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10737_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10737_poly.jpg,86,4,Hough,9.201,
n10738,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10738.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10738_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10738_poly.jpg,86,4,Hough,-3.134,
n10739,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10739.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10739_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10739_poly.jpg,86,4,Hough,1.135,
n10740,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10740.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10740_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10740_poly.jpg,86,4,Hough,-3.824,
n10741,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10741.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10741_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10741_poly.jpg,86,4,Hough,-8.901,
n10743,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10743.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10743_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10743_poly.jpg,86,4,Hough,-0.020,
n10745,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10745.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10745_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10745_poly.jpg,86,4,Hough,-2.794,
n10746,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10746.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10746_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10746_poly.jpg,86,4,Hough,1.130,
n10749,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10749.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10749_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10749_poly.jpg,86,4,Hough,-0.237,
n10750,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10750.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10750_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10750_poly.jpg,86,4,Hough,-0.237,
n10751,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10751.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10751_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10751_poly.jpg,86,4,Hough,3.775,
n10752,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10752.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10752_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10752_poly.jpg,86,4,Hough,0.559,
n10754,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10754.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10754_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10754_poly.jpg,86,4,Hough,-3.575,
n10755,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10755.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10755_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10755_poly.jpg,86,4,Hough,-1.389,
n10756,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10756.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10756_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10756_poly.jpg,86,4,Hough,0.642,
n10757,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10757.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10757_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10757_poly.jpg,86,4,Hough,-2.126,
n10758,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10758.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10758_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10758_poly.jpg,86,4,Hough,-15.213,
n10759,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10759.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10759_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10759_poly.jpg,86,4,Hough,5.700,
n10760,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10760.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10760_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10760_poly.jpg,86,4,Hough,2.866,
n10761,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10761.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10761_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10761_poly.jpg,86,4,Hough,2.446,
n10765,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n10765.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10765_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n10765_poly.jpg,86,4,Hough,10.706,
